b2695cba-e585-4328-8640-ff5526d0f0c4,234985957,2020-12-15T08:37:16.412Z,2020-12-15T08:37:16.412Z,1,打客服先止付看看？,0,M
83b51df9-e78a-4aa2-b7a1-9b448b8b66d9,234971616,2020-12-14T01:16:19.801Z,2020-12-14T01:16:19.801Z,42,"哪家醫院放出來的==
還不抓回去",6,F
55cb3769-66b4-4c2f-9792-a558a3d48470,234971616,2020-12-14T01:30:41.070Z,2020-12-14T01:30:41.070Z,43,求帳號 妳的,8,F
9c28a4f0-333d-40ac-b7d9-ad12c16f0b26,234971616,2020-12-14T01:50:27.505Z,2020-12-14T01:53:29.093Z,44,,,
35ad9950-afe9-4467-bf3e-92b2ff312cd3,234971616,2020-12-14T01:56:40.973Z,2020-12-14T01:56:40.973Z,45,"56元是我的話本來就不會有期待（不會買）
5600的話我就會去反應
但其實也不用反應這麼大吧⋯⋯
而且人家也說可以退貨耶😳",3,F
f0c09d39-abad-42b1-bdb8-dd9b304738f4,234971616,2020-12-14T03:48:52.634Z,2020-12-14T03:48:52.634Z,46,真的會笑死 當賣家最討厭遇到你這種人,3,M
592d405f-8cf6-4ba9-bc20-f81bf772a368,234971616,2020-12-14T04:03:02.031Z,2020-12-14T15:44:08.909Z,47,"您好，不好意思打擾了
前幾天和您購買了OOOO
但回家測試後發現商品沒有原先說明的OO功能
請問是否能夠協助退換貨呢（附上圖片）
另外標示的部分可能會有些誤導買家
方便在說明欄加註一下我的使用狀況提供給其他人參考嗎😀謝謝您🙏

我自己是會像上面先放模板看賣家態度啦😂
有誠意的賣家一定會馬上詢問物況加退換貨
如果還是一副不想處理的樣子再算帳也不遲XD",18,F
1536c596-7452-40de-8400-0fae9ee19ebe,234971616,2020-12-14T06:33:26.955Z,2020-12-14T06:33:26.955Z,48,B47 態度有佳有推,7,F
26041b81-9280-4216-bda2-cf54470b1571,234971616,2020-12-14T06:53:07.002Z,2020-12-14T06:53:07.002Z,49,原po情緒管理有問題 結案,6,F
b14ba481-8f37-4d78-8df9-92a36a25c0be,234971616,2020-12-14T07:03:16.026Z,2020-12-14T07:03:16.026Z,50,惡劣買家 回你喔剛好而已,4,M
0501d7ff-09bc-41e1-b98d-b56b4d70eaff,234971616,2020-12-14T07:08:12.129Z,2020-12-14T07:08:12.129Z,51,覺得你好咄咄逼人ㄛ,3,F
4945af2e-c928-4775-98a8-44bbc0912b3f,234971616,2020-12-14T08:52:19.168Z,2020-12-14T23:57:18.603Z,52,"56塊，防水？
妳是在實驗的妳袋子還是在測試的妳筆電？",4,F
3f45b1e2-261d-4396-acb8-c4faa107256b,234971616,2020-12-14T11:07:12.960Z,2020-12-14T11:07:12.960Z,53,你這態度 喔。,1,F
08de269e-bb68-46f2-8afb-8686424d8ad9,234971616,2020-12-14T11:08:00.008Z,2020-12-14T11:08:00.008Z,54,還是你乾脆拿垃圾袋裝？超防水,7,F
0a0baf44-27a1-4ae9-a1bf-798060ca74f6,234971616,2020-12-14T11:48:31.645Z,2020-12-14T11:48:31.645Z,55,"誰會測試防潑水還會把筆電放在裡面啊？
是不是想要賣家賠妳一台筆電啊！

這種態度
如果是我原本可以退也不會想給你退了
想想自己哪裡出問題吧！？",5,F
6805a61a-a34e-4da2-81cc-6d17b571e170,234971616,2020-12-14T15:14:35.310Z,2020-12-14T15:14:35.310Z,56,"哈囉⋯⋯⋯56元欸⋯⋯⋯⋯⋯
妳到底歡殺小",2,F
a8f9bc44-49fd-46da-a49d-f0cbfd57b246,234971616,2020-12-14T15:16:01.619Z,2020-12-14T15:18:20.126Z,57,"越看妳的回覆 不知道為啥看了超氣（我說替賣家感到生氣）

妳一定沒朋友 可憐。",2,F
9df57a17-6ae2-4a2f-8562-e03438dc2c1c,234971616,2020-12-14T15:39:56.458Z,2020-12-14T15:39:56.458Z,58,"什麼都不要說了
拜託先給我你蝦皮的帳號",2,F
56011a85-761b-47df-abc7-e63c059e7259,234971616,2020-12-14T18:04:20.042Z,2020-12-14T18:04:20.042Z,59,B8 笑死你看過哪個買防摔殼的摔壞手機去問賣家說你們不是防摔嗎我手機怎麼摔壞了廣告不實退貨ㄛ,0,F
a740e1a0-895e-4be8-81e4-e42695001b0a,234971616,2020-12-14T21:52:13.815Z,2020-12-14T21:52:40.135Z,60,"妳裝了筆電然後潑水
真的是好會實驗",1,F
2e564a81-7930-48fc-85b9-8924cfa8cb4d,234971616,2020-12-15T00:05:36.389Z,2020-12-15T00:05:36.389Z,61,"我覺得賣家稍有廣告不實之疑沒錯
應可在商品內文加強說明
你要跟賣家反應的心態是好的
但用字遣詞太強烈有時候反而會讓賣家也產生負面情緒就根本不想理會你了",0,F
1b6d442d-5ad1-4a26-9ef2-65331c356c34,234971169,2020-12-12T20:18:02.409Z,2020-12-12T20:18:02.409Z,1,我原本也是，但看到最上面那排之後都會自己設定成海外的付款，我把它改成台灣區就變回可以轉帳跟超商付款了！你要不要試看看呢,0,F
fb2b9c52-a8bb-4037-9d50-9c7344486f32,234971169,2020-12-12T20:42:08.145Z,2020-12-12T20:42:08.145Z,2,我以為是他半夜系統維護中才不能用欸?,0,F
8c3f5a66-5cae-4086-a437-e10ce7356a85,234971169,2020-12-13T02:56:41.752Z,2020-12-13T02:56:41.752Z,3,"B1 
一睡醒就正常了！撒花🤣
B2 
應該是🤣可能我漏看淘寶維護公告

謝謝妳們～",0,F
58b21a90-f4a4-46fe-ac52-6f98a53fa1d8,234971169,2020-12-15T04:47:06.244Z,2020-12-15T04:47:06.244Z,4,有時候用手機app會跳出支付寶付款，但用電腦看就不會哦！,0,F
4204d703-9bbd-402f-a3f4-9b05610dfafa,234971150,2020-12-13T12:04:00.435Z,2020-12-13T12:04:00.435Z,1,"是這個嗎🤔
https://i.imgur.com/F4l1Cjd.jpg",0,F
fd65ec78-70e6-478f-9d58-c6d4e2523787,234971150,2020-12-13T16:24:31.708Z,2020-12-13T16:24:31.708Z,2,"B1 
感覺很像！！感謝妳🙇‍♀️",0,F
31303e93-a163-4c92-838a-9e4bb67a25d2,234970971,2020-12-12T18:34:02.393Z,2020-12-12T18:34:02.393Z,1,假,0,M
c83cc29f-09dc-493c-9bca-f8551d4467bd,234970971,2020-12-13T01:35:53.513Z,2020-12-13T01:35:53.513Z,2,很正喔,0,F
8366d8b1-a930-4877-88e8-57c5ca9798fe,234970971,2020-12-13T02:06:07.114Z,2020-12-13T02:07:13.125Z,3,"推薦
帆船，rise xxxx，kkoxx，masxxxx這些都正的x要自己打怕廣告嫌疑",0,F
ecc28a14-fbf3-439e-8cb2-7c16d7759f81,234970971,2020-12-13T04:50:31.323Z,2020-12-13T04:50:31.323Z,4,"推薦一家代購IG:korea_laura
他也有蝦皮帳號，滿推薦的
這不是業配喔！",1,F
f453752d-11aa-43eb-81a2-1df6a0727285,234970971,2020-12-13T11:19:12.813Z,2020-12-13T11:19:12.813Z,5,推薦mas開頭的,0,F
22bffe60-66be-40b3-9778-942283231c43,234970971,2020-12-13T11:24:51.122Z,2020-12-13T11:24:51.122Z,6,"B1 
B2 
這樣我要聽誰的😭你們有人買過嗎",0,F
8a20ff76-3a78-48ad-87d3-6364c39281b3,234970971,2020-12-13T11:28:30.850Z,2020-12-13T11:28:30.850Z,7,"B3 好多！帆船是s開頭的嗎！
B5 
謝謝你們～mas可以再多透露一點嗎有點找不到",0,F
acba51ce-5e6a-436e-88a1-e578f2d03f3a,234970971,2020-12-13T11:29:45.939Z,2020-12-13T11:29:45.939Z,8,B4 找到了！請問出貨速度會很久嗎,0,F
89ab5823-881a-44df-8943-aeab356ad061,234970971,2020-12-13T11:34:30.925Z,2020-12-13T11:34:30.925Z,9,B7 masc,0,F
622179ef-b4a0-409a-b7e1-698dbaa793e9,234970971,2020-12-13T14:14:21.874Z,2020-12-13T14:14:21.874Z,10,B6 我會建議你去看板規,0,F
3b0f9909-999f-44ab-ad38-129bb1b86f77,234970971,2020-12-13T15:21:46.414Z,2020-12-13T15:21:46.414Z,11,B9 有了謝謝🙏,0,F
e4f2e8ee-a2ba-4200-a4f1-ce69f2f0f369,234970971,2020-12-13T18:02:26.543Z,2020-12-13T18:02:33.315Z,12,我都買s的！,0,F
9202a7b5-3d2d-498d-9335-b8fc6448248b,234970458,2020-12-12T18:22:46.643Z,2020-12-12T18:22:46.643Z,1,可以啊！不會看妳的手機登記是誰的 它也查不到,1,M
b97da4fb-3970-4378-bfb8-55d678a5614b,234970458,2020-12-13T03:54:28.999Z,2020-12-13T03:54:28.999Z,2,上個月我也是沒辦法結帳，後來門號從我媽那轉到我名下才解決,0,F
447b9047-efe6-49ee-b89f-ee0d1135df9f,234970458,2020-12-13T05:47:21.745Z,2020-12-13T05:47:21.745Z,3,"B1 昨天淘寶讓我去玉山帳戶認證
結果說我不是手機門號本人不能認證😭",0,F
623b8880-37a3-4a3e-912f-9c5a453daf53,234970458,2020-12-13T05:49:21.149Z,2020-12-13T05:59:48.418Z,4,"B2 感覺也只剩下這個方法了QQ
我剛問了電信行因為我才剛辦約
所以要等半年後才能過戶...",0,F
5f31f77e-ae5d-4652-8785-4b392e3c1adb,234970458,2020-12-13T05:58:53.413Z,2020-12-13T06:42:22.029Z,5,,,
b9596e54-ce09-4aa4-8805-62ca28f44d17,234970458,2020-12-13T06:42:54.598Z,2020-12-13T06:42:54.598Z,6,"B4 噢噢！不然只能找人幫忙代付了
有需要的話我能幫忙",0,M
bf021dba-f5bc-4659-82be-59abfa0e26a4,234970458,2020-12-13T08:57:47.854Z,2020-12-13T08:57:47.854Z,7,換成超商代碼付款呢？只是多了手續費,0,F
33c9dc62-979b-4c4d-820f-73aa3bd0809c,234970458,2020-12-13T08:58:21.812Z,2020-12-13T08:58:21.812Z,8,B6 你是說幫忙代購嗎😂,0,F
e259111c-acf3-4f03-b50d-9a190bf5d052,234970458,2020-12-13T08:59:02.980Z,2020-12-13T08:59:02.980Z,9,B7 一樣不能😭選了一樣顯示付款失敗,0,F
224181bc-817f-4ed6-8bff-11c23a69c532,234970458,2020-12-13T09:34:10.986Z,2020-12-13T09:48:16.575Z,10,B9 嘿啊！能幫妳代購,0,M
285cbf32-76c1-4dd7-8097-8fa4107cbd43,234970458,2020-12-13T12:50:20.553Z,2020-12-13T12:50:53.739Z,11,對，一定要本人。我是用超商的~只是要多超商手續費,0,F
b77e2bb2-075b-487c-af41-3d9c1f87cb60,234970458,2020-12-14T09:34:37.168Z,2020-12-14T09:34:37.168Z,12,B11 殘念😭以前都不用,0,F
7db3b976-b53f-48a4-845b-86065c9c9251,234970381,2020-12-12T17:24:41.324Z,2020-12-12T17:24:41.324Z,1,"下次大活動我猜應該就要等618了（有夠久
但我記得今年的618好像沒有今年雙11.12這麼殺折扣有全站免運的活動（所以我直接一個買爆
不過現在還是有限定超商99免運，我覺得已經好很多ㄌ至少不是用卷運費還要付30",3,F
a0080e52-6b70-4333-8180-7c6f11372b52,234970381,2020-12-12T18:24:01.675Z,2020-12-12T18:24:01.675Z,2,"明年雙十一
記在行事曆上",8,F
4c6478a3-156c-4e9e-93fa-6171add61efe,234970381,2020-12-13T03:08:22.646Z,2020-12-13T03:08:22.646Z,3,"B1 哦不 我的購買慾竟然要等到那時 謝謝妳
B2 好的 我記下來了😭",0,F
16e4b548-b915-49e2-8a0d-bb0b8ce101d2,234970381,2020-12-13T11:28:41.206Z,2020-12-13T11:28:41.206Z,4,我也是不小心睡著了！睡醒後免運券失效哭死,1,M
27a5714d-8482-4b6d-b37d-26c4b0532c98,234970381,2020-12-13T19:35:12.316Z,2020-12-13T19:35:12.316Z,5,"農曆新年可以期待，在2月份

趁現在存錢吧",1,M
e23b4e84-d878-4a71-8faa-bdc6ad9ee331,234970381,2020-12-14T05:59:17.731Z,2020-12-14T05:59:17.731Z,6,我也在想過年可能會有一波,0,F
19e4705e-2623-440d-a877-a81448d77f68,234970381,2020-12-14T09:22:39.836Z,2020-12-14T09:22:39.836Z,7,B4 沒事我們先好好存錢吧,0,F
444f9b14-c656-4294-a966-f112fa38454a,234970381,2020-12-14T09:23:16.586Z,2020-12-14T09:23:16.586Z,8,B5  B6 希望有 謝謝你們,0,F
ae7cc5c7-0b08-4f2f-8d1a-1640f21ea636,234970342,2020-12-13T05:27:52.418Z,2020-12-13T05:27:52.418Z,1,"前陣子才改的哦
改成不管多少都是運費500",0,F
79c22dfc-9fe4-4bb0-b0ba-e3d275077f81,234970342,2020-12-13T05:34:41.248Z,2020-12-13T05:34:41.248Z,2,B1 謝謝你！！原來前陣子才改QQ,0,F
49051356-7765-438c-8f9c-19d03cedbfc7,234970323,2020-12-12T18:39:52.916Z,2020-12-12T18:39:52.916Z,1,彈簧夾 彈簧髮夾,1,F
0000f171-991b-42a8-acc2-ea9b5ba4c6d2,234970323,2020-12-13T02:29:02.668Z,2020-12-13T02:29:02.668Z,2,謝謝妳B1,1,F
8558471d-3775-4259-a264-0761dc72dfdc,234970058,2020-12-12T15:41:57.406Z,2020-12-12T15:41:57.406Z,1,會退回,0,M
b7817515-04c2-48d0-aa50-b6602592b5bc,234970058,2020-12-12T16:04:50.069Z,2020-12-12T16:04:50.069Z,2,B1 請問一下他是會直接退回玉山電子支付的帳戶裡嗎，大概幾天ㄋ，因為都沒顯示有付款、我很怕我的錢就這樣飛走了,0,M
4a40329b-86ce-4e52-bf27-d1a3b699ca9e,234970058,2020-12-12T16:10:27.755Z,2020-12-12T16:10:27.755Z,3,B2 對  或許你可以詢問淘寶的客服再確認這件事,0,M
e836785c-635b-4272-8ab6-799a74758576,234970058,2020-12-12T16:11:39.869Z,2020-12-12T16:11:39.869Z,4,B3 我有去問淘寶的客服他也是非常官方的回覆（電子客服）所以我才想說也沒有人有碰到相關問題的，真的謝謝你🙏,0,M
09e4755d-599a-48e1-96d0-a4aeafd39c6c,234970058,2020-12-12T16:15:07.991Z,2020-12-12T16:15:07.991Z,5,"我也是付款了一直顯示等待付款(ಥ﹏ಥ)
不過我是超商繳費的",0,F
9e6d1712-99a3-4da6-9fe7-d2fd0568fdde,234970058,2020-12-12T16:20:01.897Z,2020-12-12T16:20:01.897Z,6,"B4 玉山這邊的客服呢?
我之前大概三至七個工作天吧",0,M
239859ec-c17a-48c5-9677-2a7595d0a513,234970058,2020-12-12T17:01:37.752Z,2020-12-12T17:01:37.752Z,7,會退到你當初付款的帳戶/卡，卡很久等待付款有可能是塞車了,0,F
a75b3f74-7638-4d76-abe2-fd9b805d9733,234970058,2020-12-12T18:24:45.639Z,2020-12-12T18:24:45.639Z,8,淘寶在台灣也有客服電話 然後真人的線上客服也有的 只是要比較麻煩,0,M
8e7638e1-3031-4d24-b08b-5dbe401b3688,234970058,2020-12-14T03:22:31.920Z,2020-12-14T03:22:31.920Z,9,B6 有打去玉山客服確認過了、目前只能看到錢以前出去但淘寶那邊還沒申報退款ಥ_ಥ,0,M
b9d3505d-9064-49ad-9ae9-8764be0a2c7d,234970058,2020-12-14T03:23:12.609Z,2020-12-14T03:23:12.609Z,10,B7 好.....希望趕快退、謝謝^_^🙏🙏🙏,0,M
e26dae68-445b-4c0c-af71-8c45f6d9b4c1,234970058,2020-12-14T03:28:54.040Z,2020-12-14T03:29:20.986Z,11,"B9 我之前是有遇過我已經列印條碼要到超商繳費  繳費完才發現有的訂單關了  然後確實也沒任何會退款的通知
只有錢回來  到了的時候才有通知",0,M
86d3ba2a-3d28-402a-8093-1fb857331565,234970058,2020-12-14T17:34:44.468Z,2020-12-14T17:34:44.468Z,12,B4 其實你打「人工」兩個字應該就會幫你轉人工客服了,0,F
5bee823c-f3b3-407e-9e04-d95f6dfb2848,234969873,2020-12-12T16:10:43.586Z,2020-12-12T16:10:43.586Z,1,我也很困惑🧐,2,F
372366a4-2a78-4dd4-8803-9dbba3b9fa6f,234969873,2020-12-13T03:57:57.635Z,2020-12-13T03:57:57.635Z,2,我也是🤔,2,F
f4fb1788-b63f-4756-ac73-9d83a8fac07a,234969873,2020-12-13T12:34:52.527Z,2020-12-13T12:34:52.527Z,3,會不會是系統問題啊🤔,0,F
c81bec64-d3ea-4e24-8125-5922cc28ef01,234969873,2020-12-13T22:42:09.923Z,2020-12-13T22:42:09.923Z,4,app重裝就好了，你可以試試,0,M
e3b02d89-6fc6-4641-828c-f03646671b57,234969855,2020-12-12T15:18:37.733Z,2020-12-12T15:18:37.733Z,1,"他一開始也沒有保證你20號前會到，他只是跟你說「這幾天」會到，你們雙方對「這幾天」可能都有偏差，像我對這幾天的定義是不超過一周都還算，另外賣家也是跟別人訂貨，他也沒辦法掌握對方什麼時候給他貨
7號-14號，七天差不多，對你來說可能就一周。",33,M
b497d8c3-0b12-4252-a303-07d04079d86b,234969855,2020-12-12T15:31:32.660Z,2020-12-12T15:31:32.660Z,2,人家就是不賣，你也沒法打他,3,M
00cad18c-c4dc-4a03-835e-6e063f25ec10,234969855,2020-12-12T15:44:27.472Z,2020-12-12T15:44:27.472Z,3,現在寄件速度很快呀 就算14號出給妳也能趕上20，可惜這場交易沒了QQ,74,F
db35022a-c137-4b22-b73a-3f2247c982fa,234969855,2020-12-12T15:48:02.326Z,2020-12-12T15:48:02.326Z,4,"去MOMO 或PCHOME買吧
買個有牌的 快速到貨的",8,F
7308fd92-af42-4cc5-88a9-9912bd71c3fb,234969855,2020-12-12T15:59:02.776Z,2020-12-12T15:59:02.776Z,5,"B1 應該說正常人的認知 「這幾天」不會是7天以上
因為7天以上 一般人會說 一週到貨或是下週到貨
所以我才覺得很難接受",5,F
1bd01d56-3dab-42d5-b2d9-a077a1f8a476,234969855,2020-12-12T15:59:24.765Z,2020-12-12T15:59:24.765Z,6,可是那個是海外出貨 我就不太確定了B3,2,F
35a3ffba-a56b-4ef4-b305-392df306ee56,234969855,2020-12-12T15:59:38.324Z,2020-12-12T15:59:38.324Z,7,真的 我後來就沒考慮了 B4,0,F
90021a5e-4984-415c-90c2-a3ea83e9a133,234969855,2020-12-12T15:59:48.001Z,2020-12-12T15:59:48.001Z,8,B2 對啊😞,0,F
9374336d-b5d3-40fc-ace9-8d42daf3704a,234969855,2020-12-13T16:41:22.939Z,2020-12-13T16:43:17.320Z,9,"海外出貨千萬不要想能在自己想要的時間到貨
大陸到台灣4天左右
海關檢查就會卡快一個禮拜
接下來到台灣的出貨部又會卡一個禮拜
兩個禮拜跑不掉
除非你提前一個月下單
海外的真的不用想
雖然便宜但是都要等至少半個月以上的時間",5,F
bf1eb5b9-a188-4267-9ef1-f87346adc7d1,234969855,2020-12-13T17:12:06.172Z,2020-12-13T17:13:16.107Z,10,"講真的他說這幾天也沒有講哪幾天，你當初也可以選擇不要等他去訂別家啊，你有沒有想過你既然自己做了等他的決定，那你現在在抱怨什麼？你自己當初也沒有問明白這幾天的意思

我本身是蝦皮賣家你這態度來找我我也不想做你生意，因為物流本來就有很多可變因素。雙12訂單量保證因此有可能讓貨運像雙11一樣卡住，尤其又是海外出貨，因此他才很誠實的跟你說不保證，他大可以跟你說20號一定會到，到最後沒到也不是他責任，因為卡住的是超商物流呀",5,M
c1653afa-f745-4cee-8362-21f6b89eb91f,234969855,2020-12-14T00:29:57.308Z,2020-12-14T00:29:57.308Z,11,"樓上大歪樓吧⋯⋯
重點是賣家態度很差啊
好好說不好意思等不了的話可以選別家喔
而不是直接取消訂單
原po也不會那麼生氣吧 無言",6,F
09ca50d1-9539-4f21-8e38-88701f8ee023,234969855,2020-12-14T01:16:54.206Z,2020-12-14T01:16:54.206Z,12,應該是賣家不敢賣你吧 你都表現出生氣了 很多賣家寧願不做這一單也不想到時收到負評 況且14號寄出 只要是國內出貨真的來得及趕上20號 如果真的怕來不及就去跟有現貨的賣家買,2,F
38f5675d-1a45-4227-8671-63376712078d,234969855,2020-12-14T09:39:00.149Z,2020-12-14T09:41:37.765Z,13,"14號出貨其實來的及啊
況且你也沒實際問清楚日期
賣家也沒跟你保證過一定到的了",0,F
4f114a59-a2c0-46b3-9fbf-744048c2313e,234969855,2020-12-15T06:32:35.679Z,2020-12-15T06:32:35.679Z,14,"但我訂海外都4-5天就收到
最快的一次是3天
最久的一次是9天
海外我大概訂50次以上其實都挺快",0,F
7bcafd0d-f063-44fe-a7fb-9bed2081319c,234969855,2020-12-15T06:46:58.538Z,2020-12-15T06:46:58.538Z,15,"要看是什麼日子吧 
上次1111我大卡
卡了快一個月
這次1212要是消化不來
貨也不會這麼快到",0,F
8ea54b8b-684a-43e9-9c73-e4a493b43fe8,234969465,2020-12-12T15:02:09.815Z,2020-12-13T10:16:27.205Z,1,"你有沒有試試按商品頁面瀏覽數嗎 那邊數字可能會比較不一樣 我今天的賣場數字有正常的在變動

更 
今天再重開一次 數字有變多了一點 
原po可以去看看你的數字有沒有變正常",8,F
0a4369ad-985d-4873-bca1-b0d0f9155fd8,234969465,2020-12-12T16:31:58.665Z,2020-12-12T16:31:58.665Z,2,我今天數據也怪怪的 明明就有人下單結果一直顯示瀏覽是0,4,F
c999be4f-e3c0-4609-adce-a35f57310d24,234969465,2020-12-12T23:04:43.749Z,2020-12-12T23:04:43.749Z,3,購物節間的蝦皮發生什麼BUG都很正常,4,F
6ecf257f-6e21-4430-905b-c8e217529e01,234969414,2020-12-12T14:17:06.783Z,2020-12-12T14:17:23.835Z,1,"看到一半就看不下去了
好煩 很歡 廢話很多的感覺",1460,F
9da61050-0773-4bad-8653-e13d5821fd86,234969414,2020-12-12T14:56:52.349Z,2020-12-13T11:24:01.135Z,2,"盧的要死
這麼在意不要買代購
活該被封鎖 還來討拍
賣家回覆一星的態度是一回事，原po的事情又是一回事，不用拿前者來給後者開脫",1377,F
70321204-e0ac-496d-8609-8b39e37c2d4b,234969414,2020-12-12T15:03:56.371Z,2020-12-12T15:03:56.371Z,3,"……他們告訴你是正品，你就會買
那他們商品標題都有說是正品了啊……",365,F
b4193fc1-2795-45f6-8770-393ee15b7450,234969414,2020-12-12T15:24:21.465Z,2020-12-12T15:24:21.465Z,4,要炫耀不會自己去買，這樣不是更炫ㄏㄏ,313,F
f7903cbc-634f-4d7a-bc38-a0c64f95788b,234969414,2020-12-12T15:44:47.636Z,2020-12-12T15:44:47.636Z,5,假的吧，他可能怕你告他詐欺，因為你拿到是假的但是他跟你說是真的,54,F
d79ca83d-200b-4a42-9a9f-3ebd6ec74afb,234969414,2020-12-12T15:49:28.129Z,2020-12-12T15:49:28.129Z,6,你真的活該被封鎖欸 這麼在意證明就不要找代購 要炫耀？？？？我是店家我才委屈咧,333,F
b2ebff73-5bdc-465c-841c-e9c229c0a165,234969414,2020-12-12T15:53:28.737Z,2020-12-12T15:53:28.737Z,7,"不是啊 你自己話也沒說清楚
我覺得你問題最大...
活該",266,F
bfd64621-61b6-4035-8450-a6dcb8731fff,234969414,2020-12-12T16:03:59.116Z,2020-12-12T16:03:59.116Z,8,"到底在講什麼
一下說要店舖發票 一下又說asmama收據 再來又說盒子 最後說正品證明
中文要不要再修一次",540,F
5e9b51dd-1bdf-435a-898b-9c093f25a400,234969414,2020-12-12T16:05:07.795Z,2020-12-12T16:05:07.795Z,9,陰陽怪氣的人是你吧,311,F
450b1907-bc9d-4e1b-ab46-a65a88dd194f,234969414,2020-12-12T16:13:59.454Z,2020-12-12T16:13:59.454Z,10,大概看三張圖 就看不下去了...,176,F
0bc13382-1d4c-4028-80b0-e4989c54592b,234969414,2020-12-12T16:16:05.107Z,2020-12-12T16:25:14.847Z,11,"如果我是那個客服早早就封鎖你了
那個客服講話很客氣啊
倒是你蠻不客氣的
問一堆奇怪的問題
講話反反覆覆
然後一直質疑人家到底是不是正品
活該被封鎖",345,F
a5b85045-ce7b-4fed-81af-3ffecb9984d7,234969414,2020-12-12T16:18:53.718Z,2020-12-12T16:19:04.894Z,12,,,
127d4199-a894-4c64-b05c-d027d3432d12,234969414,2020-12-12T16:23:11.798Z,2020-12-12T16:23:11.798Z,13,到底是誰委屈🤪,130,F
7b0782cd-0c0e-4521-8151-54a39e653bdd,234969414,2020-12-12T16:24:13.725Z,2020-12-12T16:24:13.725Z,14,我做過賣家 我看到你這樣我也會稍微有耐心的回覆你 但你有點過頭 他已經算很有耐心了 你實在很盧  如果遇到那種業餘賣家你肯定被噴之後封鎖,1178,F
0fd2aec1-4df1-4648-b631-05a1bbd3914a,234969414,2020-12-12T16:34:36.465Z,2020-12-12T16:36:40.987Z,15,"你到底在委屈啥
正品證明就正品證明
ㄧ下發票ㄧ下收據ㄧ下盒子

看店家回覆看的出來她們店面
看的出來是正品
到底再硬要問啥啦

還問賣家心情不好？
遇到妳誰心情好

我也是賣家看到這種絕對封鎖",322,F
ab9a123a-a2e6-42b0-80fd-01f1beeb6af7,234969414,2020-12-12T16:37:21.057Z,2020-12-12T16:37:21.057Z,16,這篇可能之後就刪掉了,125,F
b6a41ca8-201a-4714-8c60-8dcaa2b69795,234969414,2020-12-12T16:54:38.149Z,2020-12-12T16:54:38.149Z,17,"一下要發票一下要收據一下又要盒子
真的活該被封鎖",148,F
d4d3888e-4437-428d-a759-acd7fdfa900c,234969414,2020-12-12T16:55:14.128Z,2020-12-12T16:55:14.128Z,18,無聊,35,F
0ff18fd8-fb5c-4f30-9efe-73967e3ceb3d,234969414,2020-12-12T17:08:02.463Z,2020-12-12T17:08:02.463Z,19,"我覺得賣家真的很有耐心
之前很多人分享，
才問二句就被封鎖？

富貴險中求
如果要正 就走官方（或指定）通路
其他 都有疑慮
就算他能提出發票或購買證明
都有可能是假的",95,F
fa17e8e8-826a-42d7-815f-db3e32f1b4b8,234969414,2020-12-12T17:09:15.703Z,2020-12-12T17:09:15.703Z,20,賣家比較委屈。,102,F
a20e3fcf-05a0-4a9b-8a40-1e01f0994def,234969414,2020-12-12T17:10:36.517Z,2020-12-12T17:10:51.285Z,21,"依照我經驗，像原po這種下單前一直盧、表達能力也不好的客人，有9成會給負評
是我也不想接單🤪",222,F
b2fe775e-6de7-480e-8308-ba06c56d9aff,234969414,2020-12-12T17:17:20.832Z,2020-12-12T17:17:20.832Z,22,你好煩,76,F
db098240-575a-42b3-bddf-ff2b8ebedb6c,234969414,2020-12-12T17:35:16.185Z,2020-12-12T17:35:16.185Z,23,阿你真的不是台灣人嗎？看你跟他說你不是台灣人 規矩你不懂😂,76,F
ba9ed860-b7d4-4e8c-8b6e-78bf0d928d07,234969414,2020-12-12T17:45:58.737Z,2020-12-12T17:54:01.372Z,24,"我覺得賣家很有耐心了啊
你的問題比較大吧⋯",65,F
2ae289a9-7ed0-4b2e-a000-3094db5423a4,234969414,2020-12-12T17:51:15.331Z,2020-12-12T17:51:15.331Z,25,你超煩,72,F
431fe16e-8b70-47cc-8975-e6592406bb39,234969414,2020-12-12T17:52:00.142Z,2020-12-12T17:52:00.142Z,26,"感覺蠻自我中心、沒社會化
不講清楚自己小劇場一堆 要店家通靈嗎",168,F
7e2303c9-6cc3-4dd4-b464-f57e16bd0d2e,234969414,2020-12-12T18:03:54.408Z,2020-12-12T18:03:54.408Z,27,真的遇到這種問題很多的客人最好不要服務最好，還沒買問題就一堆，感覺真的下單之後就會開始煩店家什麼時間出貨，拿到貨也要一直煩店家，可能最後還要惱怒給負評，真的太慶幸這個店家有封鎖你了,93,F
ba197fde-bba5-42b9-8ea2-1c3f2d4d4e0f,234969414,2020-12-12T18:05:45.951Z,2020-12-12T18:05:45.951Z,28,這種盧小小的買家我都直接封鎖 不爽別買,73,F
e317977b-cc08-404e-ba9c-381ec4170eed,234969414,2020-12-12T18:06:45.911Z,2020-12-12T18:06:45.911Z,29,客服才委屈^^..,53,F
8ffc3ae8-7947-45d7-82ef-7a5be05e2be5,234969414,2020-12-12T18:15:09.319Z,2020-12-12T18:15:09.319Z,30,"這真的不是國中生買帳發文嗎
快笑死，奇文共賞",97,F
